time,latitude,longitude,t2m,tp,d2m,number,temp_C,dewpoint_C,precip_mm,RH,outbreak_idx,outbreak_date,sno,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,Temp,week_num,precip_roll3_std,precip_7sum,stagnation,temp_suit,rain_suit,rh_suit,MSI,LAI,cases,lai_suit,MSI_new
2013-08-21,28.6,77.19999999999999,298.3402,0.012826464,297.83875,0.0,25.190216,24.688751,12.826464,97.053085,13,2013-09-23,5979,39th week,Delhi,New Delhi,Dengue,2115.0,3.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,39,3.4454252831584937,80.42033052444458,0,0.8766424042709999,0.4275488,0.9410616999999999,0.7612401129284407,1.2788199916106353,2115.0,0.25576399832212704,0.6755318613728254
2013-08-21,28.6,77.19999999999999,298.3402,0.012826464,297.83875,0.0,25.190216,24.688751,12.826464,97.053085,14,2013-10-07,6028,41st week,Delhi,New Delhi,Dengue,3519.0,5.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,41,3.4454252831584955,80.42033052444458,0,0.8766424042709999,0.4275488,0.9410616999999999,0.7612401129284407,1.2788199916106353,3519.0,0.25576399832212704,0.6755318613728254
2013-08-21,28.6,77.19999999999999,298.3402,0.012826464,297.83875,0.0,25.190216,24.688751,12.826464,97.053085,12,2013-09-16,5951,38th week,Delhi,New Delhi,Dengue,1345.0,2.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,38,3.4454252831584937,80.42033052444458,0,0.8766424042709999,0.4275488,0.9410616999999999,0.7612401129284407,1.2788199916106353,1345.0,0.25576399832212704,0.6755318613728254
2013-08-22,28.6,77.19999999999999,298.0655,0.013700109,297.30603,0.0,24.915497,24.156036,13.700109,95.557884,14,2013-10-07,6028,41st week,Delhi,New Delhi,Dengue,3519.0,5.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,41,3.521440964948836,80.79602193832397,0,0.8513412694217342,0.4566703,0.9111576800000001,0.75088489164575,1.2390137333204758,3519.0,0.24780274666409516,0.6636626531015127
2013-08-22,28.6,77.19999999999999,298.0655,0.013700109,297.30603,0.0,24.915497,24.156036,13.700109,95.557884,12,2013-09-16,5951,38th week,Delhi,New Delhi,Dengue,1345.0,2.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,38,3.5214409649488343,80.79602193832397,0,0.8513412694217342,0.4566703,0.9111576800000001,0.75088489164575,1.2390137333204758,1345.0,0.24780274666409516,0.6636626531015127
2013-08-22,28.6,77.19999999999999,298.0655,0.013700109,297.30603,0.0,24.915497,24.156036,13.700109,95.557884,13,2013-09-23,5979,39th week,Delhi,New Delhi,Dengue,2115.0,3.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,39,3.5214409649488343,80.79602193832397,0,0.8513412694217342,0.4566703,0.9111576800000001,0.75088489164575,1.2390137333204758,2115.0,0.24780274666409516,0.6636626531015127
2013-08-23,28.6,77.19999999999999,297.8465,0.003118797,297.49768,0.0,24.696503,24.347687,3.118797,97.934494,14,2013-10-07,6028,41st week,Delhi,New Delhi,Dengue,3519.0,5.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,41,5.873190488679225,74.49063992500305,0,0.8294829307967344,0.1039599,0.95868988,0.6505880940833595,1.199207475030316,3519.0,0.23984149500606322,0.5922914273199065
2013-08-23,28.6,77.19999999999999,297.8465,0.003118797,297.49768,0.0,24.696503,24.347687,3.118797,97.934494,13,2013-09-23,5979,39th week,Delhi,New Delhi,Dengue,2115.0,3.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,39,5.873190488679223,74.49063992500305,0,0.8294829307967344,0.1039599,0.95868988,0.6505880940833595,1.199207475030316,2115.0,0.23984149500606322,0.5922914273199065
2013-08-23,28.6,77.19999999999999,297.8465,0.003118797,297.49768,0.0,24.696503,24.347687,3.118797,97.934494,12,2013-09-16,5951,38th week,Delhi,New Delhi,Dengue,1345.0,2.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,38,5.873190488679223,74.49063992500305,0,0.8294829307967344,0.1039599,0.95868988,0.6505880940833595,1.199207475030316,1345.0,0.23984149500606322,0.5922914273199065
2013-08-24,28.6,77.19999999999999,299.09106,0.0009947285,298.59937,0.0,25.94107,25.449371,0.9947285,97.12564,14,2013-10-07,6028,41st week,Delhi,New Delhi,Dengue,3519.0,5.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,41,6.8056655449893535,60.25629967451096,0,0.9337626133609375,0.03315761666666667,0.9425128,0.666206189941382,1.1594012167401564,3519.0,0.23188024334803128,0.6150151773473147
2013-08-24,28.6,77.19999999999999,299.09106,0.0009947285,298.59937,0.0,25.94107,25.449371,0.9947285,97.12564,13,2013-09-23,5979,39th week,Delhi,New Delhi,Dengue,2115.0,3.0,11,7,2013,28.6138954,77.2090057,0.5165098757,308.8066666,39,6.805665544989353,60.25629967451096,0,0.9337626133609375,0.03315761666666667,0.9425128,0.666206189941382,1.1594012167401564,2115.0,0.23188024334803128,0.6150151773473147
